Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Player-additional
20,Carlos Boozer,26,UTA,PF,81,81,34.9,8.8,16.0,.547,0.0,0.0,.000,8.8,16.0,.547,.547,3.6,4.9,.738,2.4,8.0,10.4,2.9,1.2,0.5,2.6,3.6,21.1,MVP-14ASNBA3,boozeca01
21,Chris Paul,22,NOH,PG,80,80,37.6,7.9,16.1,.488,1.2,3.1,.369,6.7,13.0,.516,.524,4.2,4.9,.851,0.8,3.2,4.0,11.6,2.7,0.1,2.5,2.3,21.1,MVP-2DPOY-7ASNBA1DEF2,paulch01
22,Al Jefferson,23,MIN,C,82,82,35.6,8.8,17.6,.500,0.0,0.1,.000,8.8,17.5,.502,.500,3.5,4.8,.721,3.8,7.4,11.1,1.4,0.9,1.5,2.0,2.7,21.0,,jeffeal01
23,Dwight Howard,22,ORL,C,82,82,37.7,7.1,11.9,.599,0.0,0.0,.000,7.1,11.8,.601,.599,6.5,10.9,.590,3.4,10.8,14.2,1.3,0.9,2.1,3.2,3.3,20.7,MVP-5DPOY-7ASNBA1DEF2,howardw01
24,Jamal Crawford,27,NYK,SG,80,80,39.9,7.1,17.4,.410,2.2,6.2,.356,4.9,11.2,.439,.473,4.1,4.8,.864,0.5,2.1,2.6,5.0,1.0,0.2,2.4,1.8,20.6,,crawfja01
25,David West,27,NOH,PF,76,76,37.8,8.3,17.2,.482,0.1,0.3,.240,8.2,16.8,.487,.484,3.9,4.6,.850,2.4,6.5,8.9,2.3,0.8,1.3,2.2,2.7,20.6,AS,westda01
26,Metta World Peace,28,SAC,SF,57,54,38.1,7.6,16.9,.453,1.5,3.9,.380,6.2,13.0,.475,.497,3.7,5.2,.719,1.8,4.0,5.8,3.5,2.3,0.7,2.6,2.8,20.5,DPOY-16,artesro01
27,Caron Butler,27,WAS,SF,58,58,39.9,7.6,16.3,.466,1.1,3.2,.357,6.4,13.1,.492,.501,4.1,4.5,.901,1.6,5.1,6.7,4.9,2.2,0.3,2.6,2.8,20.3,AS,butleca01
28,Kevin Durant,19,SEA,SG,80,80,34.6,7.3,17.1,.430,0.7,2.6,.288,6.6,14.5,.455,.451,4.9,5.6,.873,0.9,3.5,4.4,2.4,1.0,0.9,2.9,1.5,20.3,ROY-1,duranke01
29,Monta Ellis,22,GSW,SG,81,72,37.9,8.0,15.1,.531,0.1,0.6,.231,7.9,14.5,.545,.536,4.0,5.1,.767,1.6,3.3,5.0,3.9,1.5,0.3,2.1,2.4,20.2,,ellismo01
30,Rudy Gay,21,MEM,SF,81,81,37.0,7.7,16.7,.461,1.7,4.8,.346,6.1,12.0,.507,.511,3.1,3.9,.785,1.7,4.4,6.2,2.0,1.4,1.0,2.3,2.8,20.1,,gayru01
31,Stephen Jackson,29,GSW,SF,73,73,39.1,6.7,16.5,.405,2.5,6.9,.363,4.2,9.6,.435,.481,4.2,5.1,.832,0.9,3.4,4.4,4.1,1.3,0.4,2.7,2.3,20.1,,jacksst02
32,Josh Howard,27,DAL,SF,76,76,36.3,7.5,16.4,.455,0.9,2.8,.319,6.6,13.6,.482,.482,4.1,5.1,.813,1.6,5.4,7.0,2.2,0.8,0.4,1.5,2.7,19.9,,howarjo01
33,Andre Iguodala,24,PHI,SF,82,82,39.5,7.1,15.6,.456,1.2,3.7,.329,5.9,11.8,.496,.495,4.5,6.2,.721,1.0,4.4,5.4,4.8,2.1,0.6,2.6,2.3,19.9,,iguodan01
34,Danny Granger,24,IND,SF,80,80,36.0,6.7,15.1,.446,2.1,5.3,.404,4.6,9.8,.468,.517,4.0,4.7,.852,1.2,4.9,6.1,2.1,1.2,1.1,2.1,3.6,19.6,,grangda01
35,Paul Pierce,30,BOS,SF,80,80,35.9,6.4,13.7,.464,1.8,4.6,.392,4.6,9.2,.499,.529,5.1,6.1,.843,0.7,4.5,5.1,4.5,1.3,0.5,2.8,2.5,19.6,MVP-14ASNBA3,piercpa01
36,Manu Ginóbili,30,SAS,SG,74,23,31.1,6.1,13.3,.460,2.1,5.3,.401,4.0,8.0,.499,.540,5.1,6.0,.860,0.9,3.9,4.8,4.5,1.5,0.4,2.7,2.3,19.5,MVP-106MOY-1NBA3,ginobma01
37,Hedo Türkoğlu,28,ORL,SF,82,82,36.9,6.8,14.9,.456,2.0,5.1,.400,4.8,9.8,.485,.524,4.0,4.8,.829,1.0,4.7,5.7,5.0,0.9,0.3,3.0,3.0,19.5,MIP-1,turkohe01
38,Gilbert Arenas,26,WAS,PG,13,8,32.7,6.0,15.1,.398,1.7,6.0,.282,4.3,9.1,.475,.454,5.7,7.4,.771,0.5,3.5,3.9,5.1,1.8,0.1,3.8,2.3,19.4,,arenagi01
39,Gerald Wallace,25,CHA,PF,62,59,38.3,6.6,14.6,.449,1.1,3.6,.321,5.4,11.1,.491,.488,5.0,6.9,.731,0.9,5.1,6.0,3.5,2.1,0.9,2.9,3.0,19.4,,wallage01
40,Tim Duncan,31,SAS,C,78,78,34.0,7.5,15.1,.497,0.0,0.1,.000,7.5,15.1,.498,.497,4.3,5.9,.730,3.0,8.3,11.3,2.8,0.7,1.9,2.3,2.4,19.3,MVP-7DPOY-9ASNBA2DEF1,duncati01
41,Mike Dunleavy,27,IND,SG,82,82,36.0,6.5,13.6,.476,2.0,4.7,.424,4.5,8.9,.504,.550,4.1,4.9,.834,0.7,4.5,5.2,3.5,1.0,0.4,2.3,2.5,19.1,,dunlemi02
42,Brandon Roy,23,POR,SG,74,74,37.7,7.2,15.8,.454,1.0,2.9,.340,6.2,12.9,.480,.485,3.8,5.0,.753,1.1,3.6,4.7,5.8,1.1,0.2,1.8,2.0,19.1,AS,roybr01
43,Pau Gasol,27,2TM,C,66,66,35.6,7.2,13.5,.534,0.1,0.2,.250,7.1,13.2,.539,.536,4.4,5.5,.807,2.3,6.0,8.4,3.2,0.5,1.5,1.9,2.1,18.9,,gasolpa01
43,Pau Gasol,27,MEM,C,39,39,36.7,7.2,14.3,.501,0.1,0.4,.267,7.1,13.9,.507,.504,4.5,5.5,.819,2.4,6.4,8.8,3.0,0.4,1.4,2.1,2.2,18.9,,gasolpa01
43,Pau Gasol,27,LAL,C,27,27,34.0,7.3,12.3,.589,0.0,0.0,.000,7.3,12.3,.590,.589,4.3,5.4,.789,2.3,5.6,7.8,3.5,0.5,1.6,1.6,2.0,18.8,,gasolpa01
44,Kevin Garnett,31,BOS,PF,71,71,32.8,7.5,13.9,.539,0.0,0.2,.000,7.5,13.8,.545,.539,3.8,4.7,.801,1.9,7.3,9.2,3.4,1.4,1.3,1.9,2.3,18.8,MVP-3DPOY-1ASNBA1DEF1,garneke01
45,Tony Parker,25,SAS,PG,69,68,33.5,7.5,15.1,.494,0.2,1.0,.258,7.2,14.2,.510,.502,3.6,5.0,.715,0.4,2.8,3.2,6.0,0.8,0.1,2.4,1.3,18.8,,parketo01
46,Deron Williams,23,UTA,PG,82,82,37.3,6.9,13.6,.507,1.0,2.6,.395,5.9,11.1,.533,.544,4.0,5.0,.803,0.4,2.5,3.0,10.5,1.1,0.3,3.4,2.4,18.8,MVP-12NBA2,willide01
47,Ben Gordon,24,CHI,SG,72,27,31.8,6.4,14.8,.434,2.0,4.8,.410,4.5,10.0,.445,.500,3.7,4.1,.908,0.6,2.5,3.1,3.0,0.8,0.1,2.1,2.4,18.6,6MOY-5,gordobe01
48,Rashard Lewis,28,ORL,PF,81,81,38.0,6.4,14.0,.455,2.8,6.8,.409,3.6,7.2,.498,.554,2.7,3.2,.838,1.2,4.2,5.4,2.4,1.2,0.5,1.7,2.6,18.2,,lewisra02
49,LaMarcus Aldridge,22,POR,PF,76,76,34.9,7.4,15.3,.484,0.0,0.1,.143,7.4,15.2,.486,.484,3.0,3.9,.762,2.9,4.7,7.6,1.6,0.7,1.2,1.7,3.2,17.8,,aldrila01
50,Elton Brand,28,LAC,PF,8,6,34.3,6.5,14.3,.456,0.0,0.0,,6.5,14.3,.456,.456,4.6,5.9,.787,2.6,5.4,8.0,2.0,0.4,1.9,2.1,2.6,17.6,,brandel01
51,Zach Randolph,26,NYK,C,69,68,32.5,7.0,15.3,.459,0.3,1.2,.275,6.7,14.2,.474,.470,3.2,4.2,.772,2.7,7.6,10.3,2.0,0.9,0.2,2.7,2.8,17.6,,randoza01
52,Ray Allen,32,BOS,SG,73,73,35.9,6.0,13.5,.445,2.5,6.2,.398,3.5,7.3,.485,.537,2.9,3.2,.907,1.0,2.6,3.7,3.1,0.9,0.2,1.7,2.0,17.4,AS,allenra02
53,Richard Hamilton,29,DET,SG,72,72,33.7,6.9,14.3,.484,0.9,2.0,.440,6.1,12.3,.492,.515,2.6,3.1,.833,1.0,2.2,3.3,4.2,1.0,0.1,1.8,2.4,17.3,DPOY-13AS,hamilri01
54,Josh Smith,22,ATL,PF,81,81,35.5,6.4,14.0,.457,0.3,1.2,.253,6.1,12.8,.477,.468,4.1,5.8,.710,2.0,6.2,8.2,3.4,1.5,2.8,3.0,3.3,17.2,DPOY-6,smithjo03
55,Mo Williams,25,MIL,PG,66,66,36.5,6.7,13.9,.480,1.3,3.5,.385,5.3,10.4,.512,.528,2.5,2.9,.856,0.6,2.9,3.5,6.3,1.2,0.2,2.8,2.8,17.2,,willima01
56,Chauncey Billups,31,DET,PG,78,78,32.3,5.0,11.2,.448,1.8,4.4,.401,3.3,6.9,.479,.526,5.1,5.6,.918,0.5,2.2,2.7,6.8,1.3,0.2,2.1,1.7,17.0,DPOY-16AS,billuch01
57,Luol Deng,22,CHI,SF,63,59,33.8,6.8,14.2,.479,0.1,0.3,.364,6.7,13.9,.482,.483,3.2,4.2,.770,2.2,4.1,6.3,2.5,0.9,0.5,1.9,1.9,17.0,,denglu01
58,Andre Miller,31,PHI,PG,82,82,36.8,6.9,14.1,.492,0.0,0.4,.088,6.9,13.7,.504,.494,3.1,4.1,.772,1.2,2.8,4.0,6.9,1.3,0.1,2.5,2.2,17.0,,millean02
59,Steve Nash,33,PHO,PG,81,81,34.3,6.0,11.9,.504,2.2,4.7,.470,3.8,7.2,.527,.597,2.7,3.0,.906,0.3,3.1,3.5,11.1,0.7,0.1,3.6,1.4,16.9,MVP-9ASNBA2,nashst01
60,Mike Miller,27,MEM,SG,70,70,35.3,5.9,11.8,.502,2.2,5.1,.432,3.7,6.6,.557,.596,2.3,3.0,.774,0.7,5.9,6.7,3.4,0.5,0.2,2.6,2.1,16.4,,millemi01
61,Peja Stojaković,30,NOH,SF,77,77,35.2,5.9,13.3,.440,3.0,6.8,.441,2.9,6.5,.438,.552,1.7,1.8,.929,0.8,3.5,4.3,1.2,0.7,0.1,0.8,1.6,16.4,,stojape01
62,Chris Kaman,25,LAC,C,56,55,37.2,6.0,12.5,.483,0.0,0.1,.000,6.0,12.4,.486,.483,3.6,4.7,.762,3.1,9.6,12.7,1.9,0.6,2.8,2.9,3.2,15.7,,kamanch01
63,Leandro Barbosa,25,PHO,SG,82,12,29.5,5.8,12.5,.462,2.0,5.1,.389,3.8,7.3,.514,.543,2.1,2.6,.822,0.5,2.3,2.8,2.6,0.9,0.2,1.4,2.4,15.6,6MOY-2,barbole01
64,Jason Terry,30,DAL,SG,82,34,31.5,5.7,12.3,.467,1.7,4.4,.375,4.1,7.9,.519,.535,2.3,2.7,.857,0.4,2.2,2.5,3.2,1.1,0.2,1.1,2.1,15.5,6MOY-3,terryja01
65,Shawn Marion,29,2TM,PF,63,62,36.7,6.3,12.5,.508,1.0,3.1,.333,5.3,9.3,.567,.550,1.7,2.4,.707,2.2,8.0,10.2,2.2,2.0,1.3,1.4,2.4,15.4,,mariosh01
65,Shawn Marion,29,PHO,PF,47,47,36.4,6.5,12.3,.526,1.2,3.6,.347,5.2,8.7,.599,.576,1.6,2.3,.713,1.8,8.0,9.9,2.1,2.0,1.5,1.0,2.5,15.8,,mariosh01
65,Shawn Marion,29,MIA,PF,16,15,37.6,6.0,13.1,.459,0.5,1.9,.258,5.5,11.1,.494,.478,1.8,2.6,.690,3.1,8.1,11.2,2.5,1.9,0.9,2.3,2.1,14.3,,mariosh01
66,Rashad McCants,23,MIN,SG,75,24,26.9,5.7,12.6,.453,1.9,4.7,.407,3.8,7.9,.481,.529,1.5,2.1,.748,0.7,2.1,2.7,2.2,0.9,0.2,2.3,3.1,14.9,6MOY-14,mccanra01
67,Devin Harris,24,2TM,PG,64,61,31.6,5.0,10.8,.463,0.9,2.6,.335,4.1,8.2,.504,.504,3.9,4.7,.824,0.4,2.3,2.7,5.8,1.4,0.2,2.5,3.0,14.8,,harride01
67,Devin Harris,24,DAL,PG,39,39,30.4,4.8,9.9,.483,0.6,1.8,.357,4.2,8.1,.511,.516,4.1,5.0,.821,0.4,1.9,2.3,5.3,1.4,0.1,2.4,3.3,14.4,,harride01
67,Devin Harris,24,NJN,PG,25,22,33.5,5.4,12.2,.438,1.2,3.9,.320,4.1,8.4,.493,.489,3.5,4.2,.829,0.4,2.8,3.3,6.5,1.4,0.3,2.7,2.5,15.4,,harride01
68,Marvin Williams,21,ATL,SF,80,80,34.6,5.3,11.5,.462,0.0,0.1,.100,5.3,11.4,.466,.462,4.2,5.1,.822,1.5,4.2,5.7,1.7,1.0,0.4,1.6,2.8,14.8,,willima02
69,Mehmet Okur,28,UTA,C,72,72,33.2,5.2,11.7,.445,1.6,4.1,.388,3.6,7.6,.475,.512,2.6,3.2,.804,1.8,5.9,7.7,2.0,0.8,0.4,1.4,3.3,14.5,,okurme01
70,Raymond Felton,23,CHA,PG,79,79,37.6,5.2,12.6,.413,0.7,2.5,.280,4.5,10.1,.447,.441,3.3,4.1,.800,0.5,2.5,3.0,7.4,1.2,0.2,2.7,2.3,14.4,,feltora01
71,Andrew Bogut,23,MIL,C,78,78,34.9,6.0,11.7,.511,0.0,0.1,.000,6.0,11.6,.515,.511,2.4,4.1,.587,3.1,6.6,9.8,2.6,0.8,1.7,2.2,3.3,14.3,,bogutan01
72,Lamar Odom,28,LAL,PF,77,77,37.9,5.4,10.3,.525,0.4,1.5,.274,5.0,8.9,.566,.544,3.0,4.3,.698,2.6,8.1,10.6,3.5,1.0,0.9,2.0,2.9,14.2,,odomla01
73,Zydrunas Ilgauskas,32,CLE,C,73,73,30.4,5.7,12.0,.474,0.0,0.0,.000,5.7,12.0,.475,.474,2.7,3.3,.802,3.6,5.7,9.3,1.4,0.5,1.6,1.8,3.4,14.1,,ilgauzy01
74,Mike Bibby,29,2TM,PG,48,44,32.8,5.2,12.6,.411,1.9,5.2,.375,3.2,7.4,.437,.488,1.6,2.1,.780,0.3,3.0,3.3,6.0,1.1,0.1,2.5,2.0,13.9,,bibbymi01
74,Mike Bibby,29,SAC,PG,15,12,31.5,5.2,12.8,.406,1.6,4.1,.393,3.6,8.7,.412,.469,1.5,2.1,.742,0.7,3.0,3.7,5.0,1.3,0.1,2.5,2.3,13.5,,bibbymi01
74,Mike Bibby,29,ATL,PG,33,32,33.3,5.2,12.5,.414,2.1,5.7,.369,3.1,6.8,.451,.498,1.7,2.1,.797,0.2,3.0,3.2,6.5,1.1,0.1,2.5,1.9,14.1,,bibbymi01
75,Stephon Marbury,30,NYK,PG,24,19,33.5,4.6,11.0,.419,1.2,3.1,.378,3.5,8.0,.435,.472,3.5,4.8,.716,0.7,1.8,2.5,4.7,0.9,0.1,2.0,2.4,13.9,,marbust01
76,Ricky Davis,28,MIA,SF,82,47,36.1,5.1,11.8,.433,1.6,4.1,.405,3.5,7.8,.447,.502,1.9,2.4,.787,0.7,3.6,4.3,3.4,1.1,0.2,2.3,2.3,13.8,,davisri01
77,Emeka Okafor,25,CHA,C,82,82,33.1,5.6,10.5,.535,0.0,0.0,,5.6,10.5,.535,.535,2.6,4.6,.570,3.1,7.6,10.7,0.9,0.8,1.7,2.0,2.9,13.8,,okafoem01
78,Shaquille O'Neal,35,2TM,C,61,61,28.7,5.4,9.1,.593,0.0,0.0,,5.4,9.1,.593,.593,2.8,5.5,.503,2.7,6.4,9.1,1.5,0.5,1.4,3.0,3.7,13.6,,onealsh01
78,Shaquille O'Neal,35,MIA,C,33,33,28.6,5.8,10.0,.581,0.0,0.0,,5.8,10.0,.581,.581,2.7,5.4,.494,3.0,4.8,7.8,1.4,0.6,1.6,3.0,4.1,14.2,,onealsh01
78,Shaquille O'Neal,35,PHO,C,28,28,28.7,5.0,8.2,.611,0.0,0.0,,5.0,8.2,.611,.611,2.9,5.7,.513,2.4,8.2,10.6,1.7,0.5,1.2,3.0,3.4,12.9,,onealsh01
79,Al Harrington,27,GSW,C,81,59,27.0,5.0,11.4,.434,1.9,5.0,.375,3.1,6.4,.482,.517,1.8,2.3,.774,1.3,4.1,5.4,1.6,0.9,0.2,1.1,3.3,13.6,,harrial01
80,Jermaine O'Neal,29,IND,C,42,34,28.7,5.4,12.2,.439,0.0,0.1,.000,5.4,12.1,.444,.439,2.9,3.9,.742,2.0,4.8,6.7,2.2,0.5,2.1,2.5,3.1,13.6,,onealje01
81,Brad Miller,31,SAC,C,72,72,34.9,4.7,10.1,.463,0.4,1.3,.311,4.3,8.9,.484,.482,3.6,4.3,.848,2.3,7.1,9.5,3.7,1.0,1.0,2.3,3.4,13.4,,millebr01
82,Chris Wilcox,25,SEA,PF,62,55,28.0,5.4,10.3,.524,0.0,0.0,.000,5.4,10.2,.526,.524,2.6,4.0,.645,2.0,5.0,7.0,1.2,0.7,0.6,1.7,2.8,13.4,,wilcoch01
83,Travis Outlaw,23,POR,PF,82,6,26.7,5.1,11.8,.433,0.5,1.2,.396,4.6,10.5,.437,.453,2.7,3.6,.741,1.2,3.4,4.6,1.3,0.7,0.8,1.3,2.1,13.3,6MOY-9,outlatr01
84,Eddy Curry,25,NYK,C,59,58,25.9,5.0,9.2,.546,0.0,0.0,,5.0,9.2,.546,.546,3.2,5.1,.623,1.9,2.8,4.7,0.5,0.2,0.5,2.1,2.7,13.2,,curryed01
85,Andrés Nocioni,28,CHI,SF,82,27,24.6,4.6,10.7,.432,1.5,4.2,.364,3.1,6.5,.476,.504,2.4,3.0,.807,0.6,3.6,4.2,1.2,0.3,0.5,1.6,3.0,13.2,6MOY-18,nocioan01
86,Tayshaun Prince,27,DET,SF,82,82,32.9,5.1,11.5,.448,0.6,1.8,.363,4.5,9.7,.463,.476,2.3,2.9,.768,1.3,3.5,4.9,3.3,0.5,0.4,1.1,1.1,13.2,DPOY-10DEF2,princta01
87,Rafer Alston,31,HOU,PG,74,74,34.1,4.9,12.5,.394,1.9,5.5,.351,3.0,7.0,.427,.471,1.3,1.9,.715,0.4,3.1,3.5,5.3,1.3,0.2,2.2,1.9,13.1,,alstora01
88,Andrew Bynum,20,LAL,C,35,25,28.8,5.4,8.5,.636,0.0,0.0,,5.4,8.5,.636,.636,2.3,3.4,.695,3.0,7.2,10.2,1.7,0.3,2.1,1.5,2.8,13.1,,bynuman01
89,Randy Foye,24,MIN,PG,39,31,32.3,5.1,11.8,.429,1.6,3.8,.412,3.5,8.1,.436,.495,1.4,1.7,.815,0.3,2.9,3.3,4.2,0.9,0.1,2.0,2.6,13.1,,foyera01
90,Grant Hill,35,PHO,SF,70,68,31.7,5.1,10.2,.503,0.5,1.5,.317,4.6,8.7,.535,.526,2.4,2.8,.867,1.1,4.0,5.0,2.9,0.9,0.8,1.4,2.2,13.1,,hillgr01
91,Cuttino Mobley,32,LAC,SG,77,38,35.1,4.9,11.3,.433,0.9,2.5,.349,4.0,8.8,.457,.472,2.1,2.6,.819,0.6,2.9,3.6,2.6,1.0,0.4,1.6,2.0,12.8,,moblecu01
92,Beno Udrih,25,SAC,PG,65,51,32.0,5.0,10.9,.463,0.8,2.1,.387,4.2,8.8,.482,.501,1.9,2.3,.850,0.5,2.8,3.3,4.3,0.9,0.2,2.3,2.1,12.8,,udrihbe01
93,Nate Robinson,23,NYK,PG,72,17,26.2,4.6,10.9,.423,1.3,4.1,.332,3.3,6.8,.478,.485,2.1,2.7,.786,0.7,2.4,3.1,2.9,0.8,0.0,1.4,2.6,12.7,,robinna01
94,Al Thornton,24,LAC,PF,79,31,27.3,4.7,11.0,.429,0.5,1.6,.331,4.2,9.4,.447,.454,2.7,3.6,.743,1.2,3.3,4.5,1.2,0.6,0.5,1.6,2.5,12.7,ROY-4,thornal01
95,Rasheed Wallace,33,DET,C,77,76,30.5,4.9,11.3,.432,1.5,4.1,.356,3.4,7.2,.476,.497,1.5,1.9,.767,1.1,5.5,6.6,1.8,1.2,1.7,1.1,2.8,12.7,MVP-14DPOY-12AS,wallara01
96,Ryan Gomes,25,MIN,PF,82,74,29.7,4.8,10.5,.457,0.7,2.2,.330,4.1,8.3,.491,.492,2.3,2.8,.830,1.6,4.2,5.8,1.8,0.8,0.1,1.2,1.9,12.6,,gomesry01
97,Anthony Parker,32,TOR,SG,82,82,32.1,4.8,10.1,.476,1.6,3.7,.438,3.2,6.4,.499,.557,1.2,1.5,.816,0.6,3.5,4.1,2.2,1.0,0.2,1.1,1.9,12.5,,parkean01
98,John Salmons,28,SAC,SG,81,41,31.1,4.7,9.9,.477,0.5,1.5,.325,4.2,8.4,.504,.501,2.6,3.2,.823,0.9,3.4,4.3,2.6,1.1,0.4,2.1,2.1,12.5,,salmojo01
99,Willie Green,26,PHI,SG,74,74,26.6,5.1,11.8,.436,0.7,2.4,.285,4.4,9.3,.475,.465,1.5,2.0,.757,0.4,2.0,2.5,2.0,0.7,0.3,1.5,1.6,12.4,,greenwi01
100,Kenyon Martin,30,DEN,PF,71,71,30.4,5.3,9.8,.538,0.0,0.2,.182,5.3,9.7,.544,.539,1.7,3.0,.580,1.5,5.0,6.5,1.3,1.2,1.2,1.3,3.3,12.4,,martike01
101,Tim Thomas,30,LAC,PF,63,51,30.8,4.6,11.2,.413,1.3,4.3,.306,3.3,6.9,.479,.472,1.8,2.4,.752,1.0,4.1,5.1,2.7,0.6,0.5,1.6,3.0,12.4,,thomati01
102,Francisco García,26,SAC,SF,79,20,26.5,4.4,9.5,.463,1.4,3.7,.391,3.0,5.9,.508,.538,2.1,2.6,.779,0.7,2.7,3.3,1.6,1.2,0.6,1.6,2.9,12.3,,garcifr01
103,J.R. Smith,22,DEN,SG,74,0,19.2,4.2,9.1,.461,2.1,5.3,.403,2.1,3.8,.542,.578,1.7,2.4,.719,0.6,1.5,2.1,1.7,0.8,0.2,1.5,1.9,12.3,6MOY-7,smithjr01
104,Larry Hughes,29,2TM,SG,68,57,29.7,4.5,11.8,.381,1.0,2.9,.345,3.5,8.9,.392,.423,2.2,2.8,.798,0.6,2.8,3.4,2.7,1.5,0.3,1.7,2.0,12.2,,hughela01
104,Larry Hughes,29,CLE,PG,40,32,30.3,4.5,12.0,.377,1.1,3.2,.341,3.4,8.8,.389,.422,2.2,2.7,.815,0.7,2.9,3.6,2.4,1.5,0.3,1.8,2.3,12.3,,hughela01
