Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Player-additional
43,Andrea Bargnani,24,TOR,PF,80,80,35.0,6.7,14.3,.470,1.5,4.1,.372,5.2,10.2,.509,.523,2.3,2.9,.774,1.3,4.9,6.2,1.2,0.3,1.4,1.5,2.7,17.2,,bargnan01
44,Andre Iguodala,26,PHI,SF,82,82,38.9,6.0,13.7,.443,1.1,3.7,.310,4.9,10.0,.492,.485,3.8,5.2,.733,1.0,5.5,6.5,5.8,1.7,0.7,2.7,1.8,17.1,,iguodan01
45,Al Jefferson,25,MIN,C,76,76,32.4,7.4,14.8,.498,0.0,0.1,.000,7.4,14.8,.500,.498,2.4,3.5,.680,2.4,6.9,9.3,1.8,0.8,1.3,1.8,2.7,17.1,,jeffeal01
46,Eric Gordon,21,LAC,SG,62,60,36.0,5.7,12.6,.449,1.9,5.2,.371,3.8,7.5,.503,.525,3.6,4.8,.742,0.4,2.2,2.6,3.0,1.1,0.2,2.3,1.5,16.9,,gordoer01
47,Devin Harris,26,NJN,PG,64,61,34.7,5.6,13.8,.403,0.9,3.4,.276,4.6,10.4,.444,.437,4.8,6.0,.798,0.4,2.8,3.2,6.6,1.2,0.3,2.8,2.8,16.9,,harride01
48,Carl Landry,26,2TM,PF,80,29,30.9,6.2,11.6,.536,0.0,0.0,.333,6.2,11.6,.537,.537,4.3,5.3,.806,2.4,3.5,5.9,0.8,0.7,0.8,1.7,2.9,16.8,6MOY-8,landrca01
48,Carl Landry,26,HOU,PF,52,1,27.2,5.8,10.6,.547,0.0,0.0,,5.8,10.6,.547,.547,4.5,5.4,.839,2.3,3.2,5.5,0.8,0.5,0.9,1.7,2.8,16.1,,landrca01
48,Carl Landry,26,SAC,PF,28,28,37.6,7.0,13.5,.520,0.0,0.1,.333,7.0,13.4,.521,.521,3.9,5.3,.741,2.4,4.1,6.5,0.9,1.0,0.6,1.8,3.1,18.0,,landrca01
49,Vince Carter,33,ORL,SG,75,74,30.8,5.8,13.5,.428,1.6,4.3,.367,4.2,9.2,.456,.486,3.4,4.1,.840,0.4,3.5,3.9,3.1,0.7,0.2,1.4,2.5,16.6,,cartevi01
50,Rodney Stuckey,23,DET,PG,73,67,34.2,6.2,15.2,.405,0.2,1.1,.228,5.9,14.1,.418,.413,4.1,4.9,.833,0.9,2.9,3.8,4.8,1.4,0.2,2.2,2.8,16.6,,stuckro01
51,Jason Terry,32,DAL,SG,77,12,33.0,5.9,13.5,.438,1.8,4.8,.365,4.2,8.7,.479,.503,3.0,3.5,.866,0.2,1.6,1.8,3.8,1.2,0.2,1.4,1.8,16.6,6MOY-2,terryja01
52,Manu Ginóbili,32,SAS,SG,75,21,28.7,5.3,12.0,.441,1.8,4.7,.377,3.5,7.4,.481,.514,4.1,4.7,.870,0.9,2.9,3.8,4.9,1.4,0.3,2.1,2.1,16.5,MVP-116MOY-4,ginobma01
53,Steve Nash,35,PHO,PG,81,81,32.8,6.2,12.2,.507,1.5,3.6,.426,4.6,8.6,.540,.570,2.6,2.8,.938,0.4,2.9,3.3,11.0,0.5,0.1,3.6,1.3,16.5,MVP-8ASNBA2,nashst01
54,Caron Butler,29,2TM,SG,74,74,37.6,6.1,14.2,.428,0.6,2.0,.290,5.5,12.2,.450,.448,3.6,4.3,.838,1.4,4.8,6.2,2.1,1.6,0.3,2.2,2.6,16.3,,butleca01
54,Caron Butler,29,WAS,SF,47,47,39.4,6.2,14.8,.422,0.5,2.0,.263,5.7,12.7,.447,.440,3.9,4.5,.877,1.4,5.3,6.7,2.3,1.4,0.3,2.4,2.7,16.9,,butleca01
54,Caron Butler,29,DAL,SG,27,27,34.4,5.8,13.2,.440,0.6,1.9,.340,5.2,11.4,.456,.464,2.9,3.9,.760,1.3,4.0,5.4,1.8,1.8,0.3,1.7,2.5,15.2,,butleca01
55,Ray Allen,34,BOS,SG,80,80,35.2,5.8,12.2,.477,1.8,5.0,.363,4.0,7.2,.556,.551,2.9,3.2,.913,0.6,2.6,3.2,2.6,0.8,0.3,1.6,2.3,16.3,,allenra02
56,Luis Scola,29,HOU,PF,82,82,32.6,6.8,13.3,.514,0.0,0.1,.200,6.8,13.2,.515,.514,2.5,3.3,.779,2.1,6.5,8.6,2.1,0.8,0.3,2.0,3.0,16.2,,scolalu01
57,Russell Westbrook,21,OKC,PG,82,82,34.3,5.9,14.1,.418,0.3,1.3,.221,5.6,12.9,.438,.428,4.0,5.1,.780,1.7,3.1,4.9,8.0,1.3,0.4,3.3,2.5,16.1,,westbru01
58,Tony Parker,27,SAS,PG,56,50,30.9,6.2,12.8,.487,0.2,0.6,.294,6.1,12.2,.497,.494,3.3,4.4,.756,0.1,2.3,2.4,5.7,0.5,0.1,2.7,1.7,16.0,,parketo01
59,Andrew Bogut,25,MIL,C,69,69,32.3,6.9,13.2,.520,0.0,0.0,.000,6.9,13.2,.521,.520,2.2,3.4,.629,3.0,7.1,10.2,1.8,0.6,2.5,1.9,3.2,15.9,DPOY-7NBA3,bogutan01
60,Mo Williams,27,CLE,PG,69,68,34.2,5.5,12.4,.442,2.3,5.4,.429,3.2,7.0,.452,.535,2.6,2.9,.894,0.4,2.6,3.0,5.3,1.0,0.3,2.5,2.5,15.8,,willima01
61,Jason Richardson,29,PHO,SG,79,76,31.5,6.0,12.6,.474,2.0,5.1,.393,4.0,7.6,.528,.553,1.7,2.3,.739,1.0,4.1,5.1,1.8,0.8,0.4,1.2,2.1,15.7,,richaja01
62,Josh Smith,24,ATL,PF,81,81,35.4,6.2,12.3,.505,0.0,0.1,.000,6.2,12.2,.508,.505,3.2,5.2,.618,2.8,6.0,8.7,4.2,1.6,2.1,2.4,3.0,15.7,DPOY-2DEF2,smithjo03
63,Brandon Jennings,20,MIL,PG,82,82,32.6,5.5,14.8,.371,1.8,4.7,.374,3.7,10.1,.370,.431,2.7,3.3,.817,0.6,2.8,3.4,5.7,1.3,0.2,2.4,2.3,15.5,ROY-3,jennibr01
64,John Salmons,30,2TM,SG,81,56,34.9,5.4,12.2,.441,1.5,3.8,.382,3.9,8.4,.468,.501,3.1,3.8,.830,0.4,2.9,3.3,2.8,1.2,0.3,1.5,2.0,15.4,,salmojo01
64,John Salmons,30,CHI,SG,51,28,33.2,4.5,10.7,.420,1.4,3.8,.380,3.1,7.0,.441,.486,2.3,2.9,.789,0.4,3.1,3.4,2.5,1.3,0.4,1.4,2.0,12.7,,salmojo01
64,John Salmons,30,MIL,SG,30,28,37.6,6.9,14.8,.467,1.5,3.9,.385,5.4,10.9,.497,.518,4.6,5.3,.867,0.6,2.6,3.2,3.3,1.1,0.1,1.8,2.2,19.9,,salmojo01
65,J.R. Smith,24,DEN,SG,75,0,27.8,5.7,13.8,.414,2.1,6.2,.338,3.6,7.5,.477,.491,1.9,2.7,.706,0.4,2.7,3.1,2.4,1.3,0.3,1.9,2.3,15.4,6MOY-5,smithjr01
66,Wilson Chandler,22,NYK,SG,65,64,35.7,6.3,13.2,.479,0.6,2.3,.267,5.7,10.9,.524,.502,2.0,2.5,.806,1.4,3.9,5.4,2.1,0.7,0.8,1.7,2.8,15.3,,chandwi01
67,Baron Davis,30,LAC,PG,75,73,33.6,5.5,13.5,.406,1.1,3.9,.277,4.4,9.6,.459,.446,3.2,3.9,.821,0.7,2.9,3.5,8.0,1.7,0.6,2.8,2.8,15.3,,davisba01
68,Reggie Williams,23,GSW,SF,24,10,32.6,5.8,11.8,.495,1.4,3.8,.359,4.5,8.0,.560,.553,2.2,2.6,.839,0.8,3.8,4.6,2.8,1.0,0.3,1.2,2.0,15.2,,willire02
69,Danilo Gallinari,21,NYK,SF,81,74,33.9,4.8,11.4,.423,2.3,6.0,.381,2.5,5.4,.469,.523,3.1,3.8,.818,0.8,4.1,4.9,1.7,0.9,0.7,1.4,2.4,15.1,,gallida01
70,Jeff Green,23,OKC,PF,82,82,37.1,5.9,13.0,.453,1.3,3.8,.333,4.6,9.2,.503,.502,2.0,2.7,.740,1.4,4.6,6.0,1.6,1.3,0.9,1.6,2.7,15.1,,greenje02
71,Andrew Bynum,22,LAL,C,65,65,30.4,6.0,10.6,.570,0.0,0.0,.000,6.0,10.6,.571,.570,3.0,4.0,.739,2.7,5.6,8.3,1.0,0.5,1.4,1.8,3.0,15.0,,bynuman01
72,Trevor Ariza,24,HOU,SF,72,71,36.5,5.5,13.9,.394,1.9,5.7,.334,3.6,8.2,.436,.462,2.1,3.2,.649,1.1,4.5,5.6,3.8,1.8,0.6,2.2,2.3,14.9,,arizatr01
73,Michael Beasley,21,MIA,PF,78,78,29.8,6.0,13.3,.450,0.4,1.3,.275,5.6,12.0,.469,.463,2.5,3.1,.800,1.6,4.8,6.4,1.3,1.0,0.6,1.7,2.8,14.8,,beaslmi01
74,Marc Gasol,25,MEM,C,69,69,35.8,5.5,9.4,.581,0.0,0.0,.000,5.5,9.4,.582,.581,3.7,5.4,.670,3.0,6.3,9.3,2.4,1.0,1.6,2.0,3.7,14.6,,gasolma01
75,Troy Murphy,29,IND,PF,72,69,32.6,5.3,11.3,.472,1.8,4.6,.384,3.6,6.7,.533,.551,2.1,2.7,.798,1.8,8.4,10.2,2.1,1.0,0.5,1.4,2.4,14.6,,murphtr01
76,Marcus Thornton,22,NOH,SG,73,17,25.6,5.5,12.1,.451,1.6,4.3,.374,3.8,7.8,.493,.517,2.0,2.4,.814,1.0,1.9,2.9,1.6,0.8,0.2,1.0,1.7,14.5,6MOY-10,thornma01
77,Kevin Garnett,33,BOS,PF,69,69,29.9,5.8,11.2,.521,0.0,0.1,.200,5.8,11.1,.523,.521,2.7,3.2,.837,1.1,6.2,7.3,2.7,1.0,0.8,1.5,2.5,14.3,AS,garneke01
78,Al Horford,23,ATL,C,81,81,35.1,5.8,10.5,.551,0.0,0.0,1.000,5.8,10.4,.551,.552,2.6,3.3,.789,2.9,7.0,9.9,2.3,0.7,1.1,1.5,2.8,14.2,AS,horfoal01
79,Andray Blatche,23,WAS,PF,81,36,27.9,5.9,12.3,.478,0.2,0.5,.295,5.7,11.8,.487,.485,2.1,2.9,.744,2.0,4.3,6.3,2.1,1.0,0.9,2.2,2.7,14.1,,blatcan01
80,Rashard Lewis,30,ORL,PF,72,72,32.9,4.9,11.2,.435,2.3,5.9,.397,2.5,5.3,.476,.539,2.0,2.5,.806,0.9,3.6,4.4,1.5,1.1,0.4,1.5,2.5,14.1,,lewisra02
81,Kevin Love,21,MIN,PF,60,22,28.6,4.9,10.8,.450,0.6,1.8,.330,4.3,9.0,.474,.478,3.8,4.6,.815,3.8,7.2,11.0,2.3,0.7,0.4,2.0,2.3,14.0,6MOY-11,loveke01
82,Andre Miller,33,POR,PG,82,66,30.5,4.9,11.1,.445,0.2,1.0,.200,4.7,10.1,.469,.454,3.9,4.8,.821,1.0,2.3,3.2,5.4,1.1,0.1,2.1,2.1,14.0,,millean02
83,Lou Williams,23,PHI,PG,64,38,29.9,5.0,10.6,.470,1.1,3.2,.340,3.9,7.4,.527,.521,3.0,3.6,.824,0.4,2.5,2.9,4.2,1.3,0.2,1.7,1.7,14.0,,willilo02
84,Kelenna Azubuike,26,GSW,SF,9,7,25.7,5.3,9.8,.545,1.1,3.0,.370,4.2,6.8,.623,.602,2.1,3.1,.679,1.3,3.2,4.6,1.1,0.6,1.0,0.8,1.8,13.9,,azubuke01
85,Allen Iverson,34,2TM,PG,28,24,30.9,4.9,11.3,.430,0.3,0.9,.360,4.5,10.4,.436,.445,3.7,4.7,.794,0.6,2.3,2.8,4.0,0.7,0.1,2.3,1.7,13.8,AS,iversal01
85,Allen Iverson,34,MEM,PG,3,0,22.3,5.0,8.7,.577,0.3,0.3,1.000,4.7,8.3,.560,.596,2.0,4.0,.500,0.3,1.0,1.3,3.7,0.3,0.0,2.3,1.7,12.3,,iversal01
85,Allen Iverson,34,PHI,SG,25,24,31.9,4.8,11.6,.417,0.3,1.0,.333,4.5,10.6,.425,.431,3.9,4.8,.824,0.6,2.4,3.0,4.1,0.7,0.1,2.3,1.7,13.9,,iversal01
86,Ben Gordon,26,DET,SG,62,17,27.9,4.7,11.3,.416,1.2,3.8,.321,3.5,7.5,.465,.470,3.2,3.7,.861,0.4,1.5,1.9,2.7,0.8,0.1,1.9,2.4,13.8,,gordobe01
87,Nenê,27,DEN,C,82,82,33.6,5.1,8.7,.587,0.0,0.0,.000,5.1,8.7,.589,.587,3.6,5.1,.704,2.0,5.6,7.6,2.5,1.4,1.0,1.5,3.4,13.8,,hilarne01
88,Thaddeus Young,21,PHI,PF,67,45,32.0,5.7,12.1,.470,0.7,2.1,.348,5.0,10.1,.495,.499,1.7,2.5,.691,1.9,3.3,5.2,1.4,1.2,0.2,1.9,2.0,13.8,,youngth01
89,Rajon Rondo,23,BOS,PG,81,81,36.6,5.7,11.2,.508,0.2,1.0,.213,5.5,10.2,.536,.517,2.2,3.5,.621,1.2,3.2,4.4,9.8,2.3,0.1,3.0,2.4,13.7,DPOY-5ASDEF1,rondora01
90,Jermaine O'Neal,31,MIA,C,70,70,28.4,5.6,10.6,.529,0.0,0.0,.000,5.6,10.6,.530,.529,2.3,3.2,.720,1.8,5.2,6.9,1.3,0.4,1.4,1.8,3.0,13.6,,onealje01
91,Jonny Flynn,20,MIN,PG,81,81,28.9,4.9,11.8,.417,1.0,2.7,.358,4.0,9.1,.434,.457,2.8,3.3,.826,0.3,2.1,2.4,4.4,1.0,0.0,2.9,1.2,13.5,ROY-5,flynnjo01
92,Mehmet Okur,30,UTA,C,73,73,29.4,4.9,10.6,.458,1.1,2.9,.385,3.7,7.7,.486,.511,2.7,3.3,.820,1.8,5.2,7.1,1.6,0.5,1.1,1.7,3.1,13.5,,okurme01
93,Tayshaun Prince,29,DET,SF,49,49,34.0,5.8,11.8,.486,0.6,1.5,.370,5.2,10.3,.503,.509,1.4,2.0,.714,1.4,3.6,5.1,3.3,0.7,0.4,1.2,1.6,13.5,,princta01
94,Elton Brand,30,PHI,PF,76,57,30.2,5.4,11.3,.480,0.0,0.0,.000,5.4,11.3,.481,.480,2.3,3.1,.738,2.4,3.7,6.1,1.4,1.1,1.1,1.7,3.1,13.1,,brandel01
95,Corey Brewer,23,MIN,SG,82,82,30.3,5.0,11.6,.431,1.0,2.9,.346,4.0,8.7,.459,.474,2.0,3.1,.648,0.9,2.5,3.4,2.4,1.4,0.4,2.0,2.7,13.0,,breweco01
96,Anthony Morrow,24,GSW,SG,69,37,29.2,4.8,10.2,.468,2.0,4.4,.456,2.7,5.7,.477,.568,1.5,1.7,.886,0.9,2.9,3.8,1.5,0.9,0.2,1.2,2.3,13.0,,morroan01
97,Beno Udrih,27,SAC,PG,79,41,31.4,5.3,10.6,.493,0.9,2.5,.377,4.3,8.1,.530,.538,1.5,1.8,.837,0.5,2.3,2.8,4.7,1.1,0.1,1.7,2.1,12.9,,udrihbe01
98,Josh Howard,29,2TM,SF,35,12,26.2,4.5,11.1,.405,0.7,2.5,.267,3.8,8.6,.444,.434,3.1,4.0,.784,0.9,2.7,3.6,1.4,0.7,0.3,1.3,2.6,12.7,,howarjo01
98,Josh Howard,29,DAL,SF,31,9,26.7,4.4,11.0,.401,0.6,2.4,.267,3.8,8.6,.438,.430,3.0,3.8,.790,0.8,2.8,3.6,1.4,0.7,0.3,1.4,2.5,12.5,,howarjo01
98,Josh Howard,29,WAS,SF,4,3,22.8,5.0,11.5,.435,0.8,2.8,.273,4.3,8.8,.486,.467,3.8,5.0,.750,1.0,2.3,3.3,1.0,0.8,0.5,0.8,3.3,14.5,,howarjo01
99,Jameer Nelson,27,ORL,PG,65,64,28.6,4.9,10.9,.449,1.3,3.5,.381,3.6,7.4,.481,.510,1.5,1.8,.845,0.4,2.6,3.0,5.4,0.7,0.0,2.1,2.3,12.6,,nelsoja01
