Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Player-additional
11,Deron Williams,27,NJN,PG,55,55,36.3,7.1,17.5,.407,2.1,6.2,.336,5.0,11.3,.446,.467,4.7,5.5,.843,0.4,2.9,3.3,8.7,1.2,0.4,4.0,2.2,21.0,AS,willide01
12,Blake Griffin,22,LAC,PF,66,66,36.2,8.5,15.5,.549,0.0,0.2,.125,8.5,15.2,.556,.550,3.7,7.1,.521,3.3,7.6,10.9,3.2,0.8,0.7,2.3,3.3,20.7,ASNBA2,griffbl01
13,Eric Gordon,23,NOH,SG,9,9,34.4,7.0,15.6,.450,1.1,4.4,.250,5.9,11.1,.530,.486,5.4,7.2,.754,0.2,2.6,2.8,3.4,1.4,0.4,2.7,2.2,20.6,,gordoer01
14,Dwight Howard,26,ORL,C,54,54,38.3,7.7,13.4,.573,0.0,0.1,.000,7.7,13.3,.579,.573,5.2,10.6,.491,3.7,10.8,14.5,1.9,1.5,2.1,3.2,2.9,20.6,MVP-7DPOY-3ASNBA1DEF1,howardw01
15,Monta Ellis,26,2TM,SG,58,58,36.6,7.8,17.9,.433,1.1,3.5,.308,6.7,14.5,.462,.463,3.8,4.7,.796,0.3,3.1,3.4,6.0,1.5,0.3,3.1,2.3,20.4,,ellismo01
15,Monta Ellis,26,GSW,SG,37,37,36.9,8.2,19.0,.433,1.4,4.2,.321,6.9,14.8,.465,.469,4.1,5.0,.812,0.4,3.0,3.4,6.0,1.5,0.3,3.3,2.3,21.9,,ellismo01
15,Monta Ellis,26,MIL,SG,21,21,36.0,6.9,16.0,.432,0.6,2.1,.267,6.3,13.9,.457,.449,3.2,4.2,.764,0.2,3.3,3.5,5.9,1.4,0.3,2.6,2.5,17.6,,ellismo01
16,David Lee,28,GSW,PF,57,57,37.2,8.1,16.2,.503,0.0,0.1,.000,8.1,16.1,.506,.503,3.8,4.9,.782,3.0,6.6,9.6,2.8,0.9,0.4,2.6,3.1,20.1,,leeda02
17,Chris Paul,26,LAC,PG,60,60,36.4,7.1,14.8,.478,1.3,3.6,.371,5.8,11.3,.511,.522,4.3,5.0,.861,0.7,2.9,3.6,9.1,2.5,0.1,2.1,2.3,19.8,MVP-3DPOY-12ASNBA1DEF1,paulch01
18,Andrea Bargnani,26,TOR,C,31,31,33.3,6.7,15.6,.432,1.1,3.7,.296,5.6,11.9,.474,.467,4.9,5.6,.873,0.8,4.8,5.5,2.0,0.6,0.5,2.2,1.7,19.5,,bargnan01
19,Paul Pierce,34,BOS,SF,61,61,34.0,6.5,14.6,.443,1.6,4.5,.366,4.8,10.1,.476,.499,4.8,5.6,.852,0.6,4.6,5.2,4.5,1.1,0.4,2.8,2.4,19.4,AS,piercpa01
20,Al Jefferson,27,UTA,C,61,61,34.0,8.5,17.2,.492,0.0,0.1,.250,8.4,17.1,.493,.493,2.2,2.9,.774,2.2,7.4,9.6,2.2,0.8,1.7,1.0,2.5,19.2,,jeffeal01
21,Brook Lopez,23,NJN,C,5,5,27.2,7.6,15.4,.494,0.0,0.0,,7.6,15.4,.494,.494,4.0,6.4,.625,1.6,2.0,3.6,1.2,0.2,0.8,1.2,1.6,19.2,,lopezbr01
22,Brandon Jennings,22,MIL,PG,66,66,35.3,7.1,17.0,.418,2.0,5.9,.332,5.2,11.1,.464,.476,2.9,3.6,.808,0.7,2.7,3.4,5.5,1.6,0.3,2.2,1.7,19.1,,jennibr01
23,Rudy Gay,25,MEM,SF,65,65,37.3,7.5,16.4,.455,0.8,2.7,.312,6.6,13.8,.482,.480,3.2,4.0,.791,2.0,4.4,6.4,2.3,1.5,0.8,2.5,2.1,19.0,,gayru01
24,Joe Johnson,30,ATL,SG,60,60,35.5,7.1,15.5,.454,2.1,5.4,.388,5.0,10.2,.489,.521,2.6,3.1,.849,0.9,2.8,3.7,3.9,0.8,0.2,1.9,1.3,18.8,MVP-15AS,johnsjo02
25,Josh Smith,26,ATL,PF,66,66,35.3,7.6,16.7,.458,0.4,1.7,.257,7.2,15.0,.480,.470,3.1,4.9,.630,2.1,7.5,9.6,3.9,1.4,1.7,2.5,2.6,18.8,DPOY-10,smithjo03
26,Andrew Bynum,24,LAL,C,60,60,35.2,7.4,13.3,.558,0.0,0.1,.200,7.4,13.2,.560,.558,3.9,5.6,.692,3.2,8.6,11.8,1.4,0.5,1.9,2.5,1.7,18.7,ASNBA2,bynuman01
27,Danny Granger,28,IND,SF,62,62,33.3,6.3,15.2,.416,2.0,5.2,.381,4.3,10.0,.434,.481,4.1,4.7,.873,1.3,3.7,5.0,1.8,1.0,0.6,1.8,2.3,18.7,,grangda01
28,Marcus Thornton,24,SAC,SG,51,51,34.9,6.9,15.7,.438,2.1,6.1,.345,4.8,9.7,.497,.505,2.8,3.2,.865,1.6,2.0,3.7,1.9,1.4,0.2,1.6,2.2,18.7,,thornma01
29,Kyrie Irving,19,CLE,PG,51,51,30.5,6.9,14.6,.469,1.4,3.6,.399,5.4,11.1,.491,.517,3.4,3.8,.872,0.9,2.9,3.7,5.4,1.1,0.4,3.1,2.2,18.5,ROY-1,irvinky01
30,Tony Parker,29,SAS,PG,60,60,32.1,7.1,14.8,.480,0.2,1.0,.230,6.9,13.8,.498,.488,3.8,4.7,.799,0.4,2.5,2.9,7.7,1.0,0.1,2.6,1.3,18.3,MVP-5ASNBA2,parketo01
31,DeMarcus Cousins,21,SAC,C,64,62,30.5,7.0,15.6,.448,0.0,0.2,.143,7.0,15.4,.453,.449,4.1,5.8,.702,4.1,6.8,11.0,1.6,1.5,1.2,2.7,4.0,18.1,,couside01
32,Chris Bosh,27,MIA,PF,57,57,35.2,6.9,14.2,.487,0.2,0.6,.286,6.7,13.5,.496,.493,4.0,4.9,.821,1.6,6.3,7.9,1.8,0.9,0.8,2.1,2.2,18.0,AS,boshch01
33,Amar'e Stoudemire,29,NYK,PF,47,47,32.8,6.7,13.9,.483,0.1,0.4,.238,6.6,13.5,.491,.487,4.0,5.2,.765,2.3,5.6,7.8,1.1,0.8,1.0,2.4,2.9,17.5,,stoudam01
34,Pau Gasol,31,LAL,PF,65,65,37.4,7.1,14.1,.501,0.1,0.4,.259,7.0,13.7,.508,.504,3.1,4.0,.782,2.8,7.6,10.4,3.6,0.6,1.4,2.2,2.0,17.4,,gasolpa01
35,Antawn Jamison,35,CLE,PF,65,65,33.1,6.5,16.1,.403,1.4,4.1,.341,5.1,12.0,.425,.447,2.8,4.2,.683,1.9,4.4,6.3,2.0,0.8,0.7,1.4,2.5,17.2,,jamisan01
36,Kevin Martin,28,HOU,SG,40,40,31.6,5.6,13.4,.413,2.0,5.6,.347,3.6,7.8,.462,.486,4.0,4.5,.894,0.3,2.3,2.7,2.8,0.7,0.1,1.8,1.8,17.1,,martike02
37,James Harden,22,OKC,SG,62,2,31.4,5.0,10.1,.491,1.8,4.7,.390,3.1,5.4,.579,.582,5.0,6.0,.846,0.5,3.6,4.1,3.7,1.0,0.2,2.2,2.4,16.8,6MOY-1,hardeja01
38,DeMar DeRozan,22,TOR,SG,63,63,35.0,6.0,14.3,.422,0.4,1.5,.261,5.7,12.9,.440,.435,4.3,5.3,.810,0.6,2.7,3.3,2.0,0.8,0.3,2.0,2.6,16.7,,derozde01
39,Paul Millsap,26,UTA,PF,64,62,32.8,6.7,13.5,.495,0.1,0.5,.226,6.5,13.0,.505,.499,3.2,4.0,.792,2.8,6.0,8.8,2.3,1.8,0.8,1.8,3.5,16.6,,millspa01
40,Tyreke Evans,22,SAC,SG,63,61,34.3,6.5,14.3,.453,0.3,1.6,.202,6.2,12.7,.484,.464,3.2,4.1,.779,1.0,3.6,4.6,4.5,1.3,0.5,2.7,2.2,16.5,,evansty01
41,Ty Lawson,24,DEN,PG,61,61,34.8,6.1,12.6,.488,1.2,3.3,.365,4.9,9.3,.531,.535,2.9,3.5,.824,0.9,2.8,3.7,6.6,1.3,0.1,2.4,1.5,16.4,,lawsoty01
42,John Wall,21,WAS,PG,66,66,36.2,5.7,13.5,.423,0.0,0.6,.071,5.7,12.9,.440,.424,4.8,6.1,.789,0.7,3.8,4.5,8.0,1.4,0.9,3.9,2.1,16.3,,walljo01
43,Ryan Anderson,23,ORL,PF,61,61,32.2,5.4,12.4,.439,2.7,6.9,.393,2.7,5.5,.496,.548,2.5,2.8,.877,3.7,4.0,7.7,0.9,0.8,0.4,0.9,2.4,16.1,MIP-1,anderry01
44,Kevin Garnett,35,BOS,C,60,60,31.1,6.5,13.0,.503,0.1,0.2,.333,6.5,12.8,.505,.505,2.7,3.2,.857,1.1,7.1,8.2,2.9,0.9,1.0,1.8,2.4,15.8,DPOY-5DEF2,garneke01
45,Jarrett Jack,28,NOH,PG,45,39,34.0,5.9,13.0,.456,0.9,2.5,.348,5.0,10.5,.482,.490,2.9,3.3,.872,0.5,3.4,3.9,6.3,0.7,0.2,2.4,2.1,15.6,,jackja01
46,Luis Scola,31,HOU,PF,66,66,31.3,6.6,13.5,.491,0.0,0.0,.000,6.6,13.4,.493,.491,2.3,3.0,.773,1.8,4.6,6.5,2.1,0.5,0.4,2.3,3.2,15.5,,scolalu01
47,Tim Duncan,35,SAS,C,58,58,28.2,6.2,12.6,.492,0.0,0.1,.000,6.2,12.6,.495,.492,3.0,4.3,.695,1.9,7.1,9.0,2.3,0.7,1.5,1.7,1.7,15.4,MVP-14,duncati01
48,Marcin Gortat,27,PHO,C,66,66,32.0,6.5,11.7,.555,0.0,0.0,.000,6.5,11.6,.557,.555,2.5,3.8,.649,2.8,7.2,10.0,0.9,0.7,1.5,1.4,2.2,15.4,,gortama01
49,Greg Monroe,21,DET,C,66,66,31.5,6.2,11.8,.521,0.0,0.0,.000,6.2,11.8,.522,.521,3.0,4.1,.739,3.6,6.0,9.7,2.3,1.3,0.7,2.4,2.7,15.4,DPOY-18,monrogr01
50,Luol Deng,26,CHI,SF,54,54,39.4,5.8,14.0,.412,1.5,4.0,.367,4.3,10.0,.430,.464,2.4,3.1,.770,1.4,5.1,6.5,2.9,1.0,0.7,1.8,1.5,15.3,DPOY-9ASDEF2,denglu01
51,Arron Afflalo,26,DEN,SG,62,62,33.6,5.3,11.3,.471,1.4,3.6,.398,3.9,7.7,.504,.534,3.2,4.0,.798,0.6,2.5,3.2,2.4,0.6,0.2,1.4,2.2,15.2,,afflaar01
52,Gerald Henderson,24,CHA,SG,55,55,33.3,6.0,13.1,.459,0.2,0.9,.234,5.8,12.3,.475,.467,2.8,3.7,.760,1.2,2.9,4.1,2.3,0.9,0.4,1.8,2.3,15.1,,hendege02
53,Jason Terry,34,DAL,SG,63,1,31.7,5.7,13.2,.430,2.2,5.8,.378,3.5,7.4,.471,.513,1.6,1.8,.883,0.3,2.1,2.4,3.6,1.2,0.2,2.0,1.1,15.1,6MOY-3,terryja01
54,Chauncey Billups,35,LAC,SG,20,20,30.4,4.2,11.4,.364,2.4,6.3,.384,1.8,5.2,.340,.469,4.3,4.8,.895,0.2,2.3,2.5,4.0,0.5,0.2,1.9,2.0,15.0,,billuch01
55,Carlos Boozer,30,CHI,PF,66,66,29.5,6.8,12.8,.532,0.0,0.0,.000,6.8,12.7,.533,.532,1.4,2.1,.693,1.7,6.8,8.5,1.9,1.0,0.4,1.7,2.5,15.0,,boozeca01
56,Corey Maggette,32,CHA,SF,32,28,27.5,4.3,11.7,.373,0.8,2.1,.364,3.6,9.6,.375,.405,5.6,6.5,.856,0.7,3.3,3.9,1.2,0.7,0.0,1.8,2.6,15.0,,maggeco01
57,Lou Williams,25,PHI,PG,64,0,26.3,5.0,12.2,.407,1.3,3.6,.362,3.7,8.6,.425,.460,3.7,4.6,.812,0.5,2.0,2.4,3.5,0.8,0.3,1.1,1.4,14.9,6MOY-2,willilo02
58,Rodney Stuckey,25,DET,SG,55,48,29.9,4.7,10.9,.429,0.6,1.9,.317,4.1,9.0,.452,.456,4.9,5.8,.834,0.7,1.9,2.6,3.8,0.8,0.2,1.9,2.3,14.8,,stuckro01
59,Jordan Crawford,23,WAS,SG,64,32,27.4,5.5,13.6,.400,1.2,4.3,.289,4.2,9.4,.451,.446,2.5,3.2,.793,0.7,1.9,2.6,3.0,0.9,0.1,2.2,1.7,14.7,,crawfjo02
60,Stephen Curry,23,GSW,PG,26,23,28.2,5.6,11.4,.490,2.1,4.7,.455,3.5,6.7,.514,.583,1.5,1.8,.809,0.6,2.8,3.4,5.3,1.5,0.3,2.5,2.4,14.7,,curryst01
61,Danilo Gallinari,23,DEN,SF,43,40,31.4,4.5,10.8,.414,1.4,4.3,.328,3.1,6.6,.470,.479,4.2,4.9,.871,0.7,4.0,4.7,2.7,1.0,0.5,1.6,2.0,14.6,,gallida01
62,Marc Gasol,27,MEM,C,65,65,36.5,5.5,11.4,.482,0.0,0.2,.083,5.5,11.2,.489,.483,3.6,4.9,.748,1.8,7.1,8.9,3.1,1.0,1.9,1.9,3.1,14.6,DPOY-12AS,gasolma01
63,Jeremy Lin,23,NYK,PG,35,25,26.9,4.9,10.9,.446,0.7,2.1,.320,4.2,8.8,.477,.478,4.2,5.2,.798,0.5,2.5,3.1,6.2,1.6,0.3,3.6,2.2,14.6,,linje01
64,Kyle Lowry,25,HOU,PG,47,38,32.1,4.5,10.9,.409,1.7,4.5,.374,2.8,6.4,.434,.486,3.6,4.2,.864,0.8,3.7,4.5,6.6,1.6,0.3,2.8,2.8,14.3,,lowryky01
65,Nick Young,26,2TM,SG,62,35,27.9,5.1,12.6,.403,1.7,4.5,.365,3.4,8.1,.424,.469,2.3,2.7,.852,0.5,1.6,2.1,0.9,0.7,0.3,1.3,2.3,14.2,,youngni01
65,Nick Young,26,WAS,SG,40,32,30.3,6.0,14.8,.406,1.8,4.9,.371,4.2,9.9,.424,.468,2.8,3.3,.862,0.5,1.9,2.4,1.2,0.8,0.3,1.5,2.3,16.6,,youngni01
65,Nick Young,26,LAC,SG,22,3,23.5,3.5,8.8,.394,1.4,3.9,.353,2.1,4.9,.426,.472,1.5,1.8,.821,0.5,1.1,1.6,0.5,0.6,0.3,1.1,2.3,9.7,,youngni01
66,Ray Allen,36,BOS,SG,46,42,34.0,4.9,10.7,.458,2.3,5.1,.453,2.6,5.6,.463,.566,2.1,2.3,.915,0.3,2.8,3.1,2.4,1.1,0.2,1.5,1.8,14.2,,allenra02
67,Al Harrington,31,DEN,PF,64,1,27.5,5.4,12.1,.446,1.6,4.7,.333,3.8,7.3,.519,.512,1.9,2.8,.676,1.1,5.0,6.1,1.4,0.9,0.2,1.8,2.8,14.2,6MOY-4,harrial01
68,Jamal Crawford,31,POR,PG,60,6,26.9,4.7,12.3,.384,1.3,4.3,.308,3.4,8.0,.426,.438,3.2,3.4,.927,0.3,1.7,2.0,3.2,0.9,0.2,1.9,1.2,14.0,6MOY-11,crawfja01
69,Nicolas Batum,23,POR,SF,59,34,30.4,4.9,10.9,.451,1.8,4.6,.391,3.1,6.2,.496,.534,2.3,2.7,.836,1.4,3.2,4.6,1.4,1.0,1.0,1.5,1.8,13.9,,batumni01
70,Nikola Peković,26,MIN,C,47,35,26.9,5.4,9.7,.564,0.0,0.0,,5.4,9.7,.564,.564,3.0,4.0,.743,3.9,3.5,7.4,0.7,0.6,0.7,1.9,2.1,13.9,,pekovni01
71,Gerald Wallace,29,2TM,SF,58,58,35.8,4.9,10.9,.454,0.8,2.6,.307,4.2,8.3,.500,.491,3.1,3.9,.800,1.5,5.2,6.7,2.8,1.5,0.6,1.9,2.5,13.8,,wallage01
71,Gerald Wallace,29,POR,SF,42,42,35.8,4.8,10.2,.472,0.6,2.3,.265,4.2,7.9,.533,.502,3.0,3.8,.776,1.5,5.1,6.6,2.7,1.5,0.6,2.0,2.5,13.3,,wallage01
71,Gerald Wallace,29,NJN,SF,16,16,35.8,5.3,12.6,.416,1.3,3.3,.385,4.0,9.4,.427,.465,3.4,4.0,.859,1.5,5.3,6.8,3.1,1.4,0.7,1.7,2.4,15.2,,wallage01
72,Kris Humphries,26,NJN,PF,62,62,34.9,5.2,10.8,.481,0.0,0.0,,5.2,10.8,.481,.481,3.4,4.5,.752,3.8,7.2,11.0,1.5,0.8,1.2,1.9,2.8,13.8,,humphkr01
73,Nenê,29,2TM,C,39,33,28.5,5.4,10.1,.537,0.0,0.1,.000,5.4,10.0,.542,.537,2.9,4.3,.673,1.6,5.8,7.5,2.1,1.1,1.0,2.5,2.4,13.7,,hilarne01
73,Nenê,29,DEN,C,28,27,29.5,5.1,10.0,.509,0.0,0.1,.000,5.1,10.0,.513,.509,3.2,4.8,.677,1.5,5.9,7.4,2.2,1.3,0.9,2.8,2.5,13.4,,hilarne01
73,Nenê,29,WAS,C,11,6,25.8,6.2,10.2,.607,0.0,0.2,.000,6.2,10.0,.618,.607,2.1,3.2,.657,1.8,5.7,7.5,1.7,0.5,1.2,1.7,2.4,14.5,,hilarne01
74,Drew Gooden,30,MIL,C,56,46,26.2,5.1,11.7,.437,0.3,1.0,.291,4.8,10.8,.450,.449,3.1,3.7,.846,2.3,4.2,6.5,2.6,0.8,0.6,1.9,2.0,13.7,,goodedr01
75,Wesley Matthews,25,POR,SG,66,53,33.8,4.8,11.6,.412,2.0,5.1,.383,2.8,6.5,.434,.496,2.2,2.6,.860,0.8,2.5,3.4,1.7,1.5,0.2,1.1,2.2,13.7,,matthwe02
76,Jrue Holiday,21,PHI,PG,65,65,33.8,5.5,12.8,.432,1.0,2.6,.380,4.5,10.2,.445,.471,1.4,1.8,.783,0.9,2.4,3.3,4.5,1.6,0.3,2.1,2.1,13.5,,holidjr01
77,Mo Williams,29,LAC,SG,52,1,28.3,5.0,11.8,.426,1.8,4.6,.389,3.2,7.2,.449,.502,1.4,1.5,.900,0.4,1.5,1.9,3.1,1.0,0.1,1.7,2.0,13.2,6MOY-8,willima01
78,Chris Kaman,29,NOH,C,47,33,29.2,5.7,12.7,.446,0.0,0.0,,5.7,12.7,.446,.446,1.8,2.3,.785,1.9,5.9,7.7,2.1,0.5,1.6,2.7,2.3,13.1,,kamanch01
79,Ersan İlyasova,24,MIL,PF,60,41,27.6,4.9,10.0,.492,0.9,1.9,.455,4.1,8.1,.501,.535,2.4,3.1,.781,3.3,5.6,8.8,1.2,0.7,0.7,1.3,2.2,13.0,,ilyaser01
80,Manu Ginóbili,34,SAS,SG,34,7,23.3,4.4,8.4,.526,1.5,3.7,.413,2.9,4.7,.616,.618,2.6,3.0,.871,0.5,2.9,3.4,4.4,0.7,0.4,1.9,1.6,12.9,6MOY-5,ginobma01
81,Gerald Green,26,NJN,SF,31,2,25.2,5.0,10.3,.481,1.4,3.5,.391,3.6,6.8,.529,.548,1.6,2.1,.754,0.5,3.0,3.5,1.1,0.9,0.5,1.8,2.6,12.9,,greenge01
82,Roy Hibbert,25,IND,C,65,65,29.8,5.1,10.3,.497,0.0,0.0,.000,5.1,10.3,.498,.497,2.6,3.7,.711,3.3,5.5,8.8,1.7,0.5,2.0,2.0,3.0,12.8,AS,hibbero01
83,Brandon Knight,20,DET,PG,66,60,32.3,4.8,11.7,.415,1.6,4.2,.380,3.2,7.5,.434,.483,1.6,2.1,.759,0.5,2.7,3.2,3.8,0.7,0.2,2.6,2.3,12.8,ROY-8,knighbr03
84,David West,31,IND,PF,66,66,29.2,5.3,10.8,.487,0.0,0.1,.222,5.3,10.7,.491,.489,2.2,2.7,.807,1.8,4.8,6.6,2.1,0.8,0.7,1.4,2.4,12.8,,westda01
85,Thaddeus Young,23,PHI,PF,63,1,27.9,5.5,10.9,.507,0.0,0.1,.250,5.5,10.8,.508,.507,1.8,2.3,.771,2.2,3.0,5.2,1.2,1.0,0.7,0.9,2.0,12.8,6MOY-9,youngth01
86,Mike Conley,24,MEM,PG,62,61,35.1,4.8,11.0,.433,1.0,2.6,.377,3.8,8.5,.450,.477,2.2,2.5,.861,0.4,2.2,2.5,6.5,2.2,0.2,2.0,2.1,12.7,DPOY-14,conlemi01
87,Jared Dudley,26,PHO,SG,65,60,31.1,4.8,9.9,.485,1.2,3.2,.383,3.6,6.7,.535,.547,1.8,2.5,.726,1.5,3.2,4.6,1.7,0.8,0.3,1.1,1.6,12.7,,dudleja01
88,Tayshaun Prince,31,DET,SF,63,63,33.1,5.3,12.7,.421,0.6,1.7,.356,4.7,11.0,.431,.444,1.4,1.8,.774,1.1,3.3,4.5,2.4,0.4,0.5,1.2,1.2,12.7,,princta01
89,MarShon Brooks,23,NJN,SG,56,47,29.4,4.9,11.4,.428,0.8,2.7,.313,4.1,8.8,.463,.465,2.0,2.6,.764,1.3,2.3,3.6,2.3,0.9,0.3,2.1,2.1,12.6,ROY-10,brookma01
90,O.J. Mayo,24,MEM,SG,66,0,26.8,4.5,11.2,.408,1.5,4.2,.364,3.0,7.0,.434,.476,2.0,2.6,.773,0.5,2.7,3.2,2.6,1.1,0.3,1.9,2.1,12.6,6MOY-7,mayooj01
91,Jeff Teague,23,ATL,PG,66,66,33.1,4.8,10.2,.476,0.8,2.3,.342,4.1,7.9,.514,.514,2.1,2.8,.757,0.3,2.1,2.4,4.9,1.6,0.6,2.0,2.2,12.6,,teaguje01
92,Brandon Bass,26,BOS,PF,59,39,31.7,5.1,10.7,.479,0.0,0.0,,5.1,10.7,.479,.479,2.2,2.8,.810,1.6,4.6,6.2,0.9,0.6,0.9,1.1,2.3,12.5,,bassbr01
93,Ben Gordon,28,DET,SG,52,21,26.9,4.5,10.2,.442,1.2,2.8,.429,3.3,7.4,.446,.501,2.3,2.6,.860,0.3,2.1,2.3,2.4,0.7,0.2,2.2,2.2,12.5,,gordobe01
94,Carl Landry,28,NOH,PF,41,8,24.4,4.4,8.8,.503,0.0,0.1,.000,4.4,8.8,.507,.503,3.6,4.5,.799,1.9,3.3,5.2,0.9,0.3,0.3,1.6,2.2,12.5,6MOY-11,landrca01
95,Steve Nash,37,PHO,PG,62,62,31.6,4.8,9.0,.532,0.9,2.3,.390,3.9,6.7,.580,.581,2.0,2.3,.894,0.4,2.6,3.0,10.7,0.6,0.1,3.7,0.9,12.5,MVP-9AS,nashst01
96,J.R. Smith,26,NYK,SG,35,1,27.6,4.7,11.6,.407,1.9,5.5,.347,2.8,6.1,.462,.490,1.1,1.6,.709,0.8,3.1,3.9,2.4,1.5,0.2,1.3,2.5,12.5,6MOY-18,smithjr01
97,Klay Thompson,21,GSW,SG,66,29,24.4,4.8,10.9,.443,1.7,4.1,.414,3.1,6.8,.460,.520,1.2,1.4,.868,0.4,2.1,2.4,2.0,0.7,0.3,1.6,2.3,12.5,ROY-6,thompkl01
98,Al Horford,25,ATL,C,11,11,31.6,5.2,9.4,.553,0.0,0.1,.000,5.2,9.3,.559,.553,2.0,2.7,.733,2.4,4.6,7.0,2.2,0.9,1.3,1.5,1.9,12.4,,horfoal01
99,Andre Iguodala,28,PHI,SF,62,62,35.6,4.6,10.2,.454,1.2,3.1,.394,3.4,7.1,.481,.514,2.0,3.2,.617,0.9,5.2,6.1,5.5,1.7,0.5,1.9,1.5,12.4,DPOY-7AS,iguodan01
100,Mike Dunleavy,31,MIL,SF,55,3,26.3,4.3,9.2,.474,1.5,3.8,.399,2.8,5.4,.527,.557,2.1,2.6,.811,0.5,3.2,3.7,2.1,0.5,0.1,1.1,1.6,12.3,6MOY-15,dunlemi02
101,Paul George,21,IND,SG,66,66,29.7,4.3,9.7,.440,1.4,3.5,.385,2.9,6.1,.472,.510,2.2,2.8,.802,0.8,4.8,5.6,2.4,1.6,0.6,1.8,2.9,12.1,,georgpa01
102,Luke Ridnour,30,MIN,SG,53,53,33.0,4.6,10.4,.440,0.9,2.9,.322,3.6,7.5,.485,.485,2.0,2.2,.891,0.4,2.3,2.7,4.8,1.1,0.3,1.8,2.6,12.1,,ridnolu01
103,Kemba Walker,21,CHA,PG,66,25,27.2,4.3,11.6,.366,1.0,3.4,.305,3.2,8.2,.392,.411,2.5,3.2,.789,0.5,3.1,3.5,4.4,0.9,0.3,1.8,1.2,12.1,ROY-11,walkeke02
104,Caron Butler,31,LAC,SF,63,63,29.7,4.6,11.2,.407,1.5,4.1,.358,3.1,7.1,.435,.472,1.4,1.7,.813,0.7,3.0,3.7,1.2,0.8,0.1,1.2,2.0,12.0,,butleca01
105,Anthony Morrow,26,NJN,SG,62,18,26.4,4.4,10.6,.413,1.7,4.6,.371,2.7,6.0,.446,.494,1.6,1.7,.933,0.5,1.5,2.0,1.0,0.7,0.1,1.1,1.4,12.0,,morroan01
106,Jameer Nelson,29,ORL,PG,57,57,29.9,4.5,10.6,.427,1.5,4.1,.377,3.0,6.6,.459,.499,1.2,1.5,.807,0.5,2.7,3.2,5.7,0.7,0.1,2.4,2.3,11.9,,nelsoja01
107,Rajon Rondo,25,BOS,PG,53,53,36.9,4.8,10.8,.448,0.2,0.8,.238,4.6,10.0,.464,.456,2.0,3.4,.597,1.2,3.7,4.8,11.7,1.8,0.1,3.6,1.9,11.9,MVP-8ASNBA3DEF2,rondora01
